sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
1.696969697,4.303030303,0.0001510138437,0,0.0002
1.757575758,4.303030303,0,0,0
1.818181818,4.303030303,0,0,0
1.878787879,4.303030303,0.0001006921896,0,0.0002
1.939393939,4.303030303,0,0,0
2,4.303030303,5.331592387e-05,0,0.0002
2.060606061,4.303030303,0,0,0
2.121212121,4.303030303,0,0,0
2.181818182,4.303030303,0,0,0
2.242424242,4.303030303,0,0,0
2.303030303,4.303030303,0,0,0
2.363636364,4.303030303,0,0,0
2.424242424,4.303030303,0,0,0
2.484848485,4.303030303,0,0,0
2.545454545,4.303030303,0,0,0
2.606060606,4.303030303,0,0,0
2.666666667,4.303030303,0,0,0
2.727272727,4.303030303,0,0,0
2.787878788,4.303030303,0,0,0
2.848484848,4.303030303,5.716865793e-05,0.0002,0
2.909090909,4.303030303,2.965360518e-05,0.0002,0
2.96969697,4.303030303,9.496161905e-05,0.0002,0
3.03030303,4.303030303,0.0002024970701,0.0004,0
3.090909091,4.303030303,0.0001609235647,0.0002,0
3.151515152,4.303030303,0.0002435958527,0.0002,0.0002
3.212121212,4.303030303,0.0003585257963,0.0004,0
3.272727273,4.303030303,0.0003116114328,0.0004,0
3.333333333,4.303030303,0.0003632625678,0.0004,0
3.393939394,4.303030303,0.0006580064327,0.0004,0.0002
3.454545455,4.303030303,0.0006064675882,0.0004,0.0002
3.515151515,4.303030303,0.0004580321571,0.0004,0
3.575757576,4.303030303,0.0007500094012,0.0004,0.0002
3.636363636,4.303030303,0.0008725284204,0.0006,0.0004
3.696969697,4.303030303,0.0009933139335,0.0006,0.0004
3.757575758,4.303030303,0.0007356930567,0.0004,0.0004
3.818181818,4.303030303,0.001187135324,0.0006,0.0004
3.878787879,4.303030303,0.00121586256,0.0006,0.0004
3.939393939,4.303030303,0.001049299462,0.0004,0.0004
4,4.303030303,0.001577915506,0.0008,0.0004
4.060606061,4.303030303,0.001439324416,0.0008,0.0004
4.121212121,4.303030303,0.001148573281,0.0006,0.0004
4.181818182,4.303030303,0.001640243442,0.0008,0.0004
4.242424242,4.303030303,0.001621350277,0.001,0.0004
4.303030303,4.303030303,0.001418853825,0.0008,0.0004
4.363636364,4.303030303,0.001805067396,0.001,0.0004
4.424242424,4.303030303,0.001641858368,0.0008,0.0006
4.484848485,4.303030303,0.002077331656,0.001,0.0006
4.545454545,4.303030303,0.002204351531,0.001,0.0006
4.606060606,4.303030303,0.001844313395,0.001,0.0006
4.666666667,4.303030303,0.002666774695,0.0016,0.001
4.727272727,4.303030303,0.003321225401,0.0018,0.001
4.787878788,4.303030303,0.002293558942,0.0016,0.0006
4.848484848,4.303030303,0.003090977337,0.0018,0.0008
4.909090909,4.303030303,0.003663212522,0.0022,0.001
4.96969697,4.303030303,0.003720440727,0.0022,0.001
5.03030303,4.303030303,0.003658390728,0.0026,0.0012
5.090909091,4.303030303,0.003580008604,0.002,0.0012
5.151515152,4.303030303,0.004510711276,0.0028,0.0018
5.212121212,4.303030303,0.005331350918,0.003,0.0018
5.272727273,4.303030303,0.004903665204,0.0026,0.0022
5.333333333,4.303030303,0.005327847965,0.0032,0.0024
5.393939394,4.303030303,0.005558974333,0.0034,0.0018
5.454545455,4.303030303,0.005591396661,0.0032,0.002
5.515151515,4.303030303,0.007137598332,0.0038,0.0024
5.575757576,4.303030303,0.007397913673,0.004,0.0024
5.636363636,4.303030303,0.007246327061,0.0038,0.0024
5.696969697,4.303030303,0.007238586367,0.004,0.0024
5.757575758,4.303030303,0.007587192843,0.004,0.0024
5.818181818,4.303030303,0.008036209544,0.0042,0.0024
5.878787879,4.303030303,0.008125583887,0.0038,0.003
5.939393939,4.303030303,0.009119622632,0.004,0.0032
6,4.303030303,0.008668401719,0.004,0.0028
0,4.363636364,0.08383532243,0.38,0.62
0.06060606061,4.363636364,0.08352291522,0.34,0.62
0.1212121212,4.363636364,0.08256340342,0.36,0.62
0.1818181818,4.363636364,0.08078206097,0.34,0.62
0.2424242424,4.363636364,0.07905246619,0.32,0.58
0.303030303,4.363636364,0.07542378992,0.28,0.58
0.3636363636,4.363636364,0.07220829192,0.26,0.54
0.4242424242,4.363636364,0.0676917634,0.24,0.5
0.4848484848,4.363636364,0.06274989544,0.22,0.42
0.5454545455,4.363636364,0.05669677217,0.2,0.38
0.6060606061,4.363636364,0.0515102078,0.18,0.28
0.6666666667,4.363636364,0.04792557851,0.18,0.26
0.7272727273,4.363636364,0.04302408905,0.16,0.26
0.7878787879,4.363636364,0.03787706062,0.12,0.2598
0.8484848485,4.363636364,0.03007184447,0.12,0.1798
0.9090909091,4.363636364,0.02279909421,0.1,0.12
0.9696969697,4.363636364,0.0178958762,0.08,0.08
1.03030303,4.363636364,0.01389182813,0.04,0.06
1.090909091,4.363636364,0.01152002034,0.0398,0.0402
1.151515152,4.363636364,0.009765024394,0.0398,0.0404
1.212121212,4.363636364,0.007723663387,0.02,0.04
1.272727273,4.363636364,0.004885654655,0.0198,0.0202
1.333333333,4.363636364,0.00362330963,0.0002,0.0198
1.393939394,4.363636364,0.003269239925,0,0.02
1.454545455,4.363636364,0.002962593935,0.0002,0.0198
1.515151515,4.363636364,0.002585447304,0,0.0202
1.575757576,4.363636364,0.001915252617,0,0.02
1.636363636,4.363636364,1.997039955e-15,0,0
1.696969697,4.363636364,3.887963641e-15,0,0
1.757575758,4.363636364,0,0,0
1.818181818,4.363636364,0,0,0
1.878787879,4.363636364,0,0,0
1.939393939,4.363636364,0,0,0
2,4.363636364,0,0,0
2.060606061,4.363636364,0,0,0
2.121212121,4.363636364,0,0,0
2.181818182,4.363636364,3.392823261e-17,0,0
2.242424242,4.363636364,0,0,0
2.303030303,4.363636364,0,0,0
2.363636364,4.363636364,0,0,0
2.424242424,4.363636364,0,0,0
2.484848485,4.363636364,0,0,0
2.545454545,4.363636364,0,0,0
2.606060606,4.363636364,0,0,0
2.666666667,4.363636364,0,0,0
2.727272727,4.363636364,0,0,0
2.787878788,4.363636364,0,0,0
2.848484848,4.363636364,0,0,0
2.909090909,4.363636364,0,0,0
2.96969697,4.363636364,0,0,0
3.03030303,4.363636364,0,0,0
3.090909091,4.363636364,7.695199547e-05,0.0002,0
3.151515152,4.363636364,0.0001187301943,0.0002,0
3.212121212,4.363636364,0.000231188887,0.0004,0
3.272727273,4.363636364,0.0001730967033,0.0002,0
3.333333333,4.363636364,0.0001929994544,0.0002,0
3.393939394,4.363636364,0.0005059817182,0.0004,0.0002
3.454545455,4.363636364,0.0004007960519,0.0004,0
3.515151515,4.363636364,0.0003618590483,0.0004,0
3.575757576,4.363636364,0.0006182758665,0.0004,0.0002
3.636363636,4.363636364,0.0006720536141,0.0004,0.0002
3.696969697,4.363636364,0.0007286203491,0.0004,0.0002
3.757575758,4.363636364,0.0005358512936,0.0004,0
3.818181818,4.363636364,0.0009385259342,0.0006,0.0002
3.878787879,4.363636364,0.0009629872757,0.0006,0.0002
3.939393939,4.363636364,0.0008640671916,0.0004,0.0004
4,4.363636364,0.001346761985,0.0006,0.0004
4.060606061,4.363636364,0.00120156701,0.0006,0.0004
4.121212121,4.363636364,0.0008868433372,0.0004,0.0004
4.181818182,4.363636364,0.001361680235,0.0006,0.0004
4.242424242,4.363636364,0.001313908353,0.0008,0.0004
4.303030303,4.363636364,0.001134821332,0.0006,0.0004
4.363636364,4.363636364,0.00150065136,0.0008,0.0004
4.424242424,4.363636364,0.001323749086,0.0008,0.0004
4.484848485,4.363636364,0.001736618096,0.0008,0.0004
4.545454545,4.363636364,0.001870719734,0.0008,0.0006
4.606060606,4.363636364,0.001535877921,0.0008,0.0004
4.666666667,4.363636364,0.002004481547,0.001,0.0004
4.727272727,4.363636364,0.002654629487,0.0012,0.0008
4.787878788,4.363636364,0.001737688558,0.001,0.0004
4.848484848,4.363636364,0.002504289445,0.0012,0.0006
4.909090909,4.363636364,0.002906841069,0.0018,0.0008
4.96969697,4.363636364,0.002891237933,0.0016,0.0008
5.03030303,4.363636364,0.002628976472,0.0016,0.0008
5.090909091,4.363636364,0.00294010916,0.0018,0.001
5.151515152,4.363636364,0.003281756803,0.002,0.0012
5.212121212,4.363636364,0.00422600643,0.0026,0.0016
5.272727273,4.363636364,0.003920012183,0.0026,0.0016
5.333333333,4.363636364,0.003990050087,0.0024,0.0018
5.393939394,4.363636364,0.004402990219,0.003,0.0014
5.454545455,4.363636364,0.004962080829,0.0024,0.002
5.515151515,4.363636364,0.006302937525,0.0038,0.0024
5.575757576,4.363636364,0.006190789602,0.0036,0.0024
5.636363636,4.363636364,0.006121067734,0.0038,0.002
5.696969697,4.363636364,0.006658055344,0.004,0.002
5.757575758,4.363636364,0.006517035096,0.0036,0.002
5.818181818,4.363636364,0.006975748747,0.0038,0.0022
5.878787879,4.363636364,0.006970716133,0.0036,0.0022
5.939393939,4.363636364,0.007904497867,0.0038,0.0026
6,4.363636364,0.007565752223,0.0036,0.0026
0,4.424242424,0.08383532243,0.38,0.62
0.06060606061,4.424242424,0.08352111736,0.34,0.62
0.1212121212,4.424242424,0.08258557882,0.36,0.62
0.1818181818,4.424242424,0.08079172619,0.34,0.62
0.2424242424,4.424242424,0.07906616501,0.32,0.58
0.303030303,4.424242424,0.07565824297,0.3,0.58
0.3636363636,4.424242424,0.07243335007,0.26,0.54
0.4242424242,4.424242424,0.06776690672,0.24,0.5
0.4848484848,4.424242424,0.06283093079,0.22,0.42
0.5454545455,4.424242424,0.05678441073,0.2,0.38
0.6060606061,4.424242424,0.05162122425,0.18,0.28
0.6666666667,4.424242424,0.04803061806,0.18,0.26
0.7272727273,4.424242424,0.04361247067,0.16,0.26
0.7878787879,4.424242424,0.03823947927,0.12,0.2598
0.8484848485,4.424242424,0.0302770568,0.12,0.1798
0.9090909091,4.424242424,0.022773895,0.1,0.12
0.9696969697,4.424242424,0.01809113466,0.08,0.08
1.03030303,4.424242424,0.01393549099,0.04,0.06
1.090909091,4.424242424,0.01168269541,0.0398,0.04
1.151515152,4.424242424,0.01010420195,0.04,0.0402
1.212121212,4.424242424,0.007722828747,0.0198,0.04
1.272727273,4.424242424,0.005081372004,0.0196,0.02
1.333333333,4.424242424,0.003717408021,0.0002,0.02
1.393939394,4.424242424,0.003305938403,0.0002,0.0198
1.454545455,4.424242424,0.002951452794,0,0.0198
1.515151515,4.424242424,0.002572954726,0.0002,0.0198
1.575757576,4.424242424,0.001965486421,0,0.02
1.636363636,4.424242424,0.00073671193,0,0.02
1.696969697,4.424242424,2.527023169e-10,0,0
1.757575758,4.424242424,0,0,0
1.818181818,4.424242424,0,0,0
1.878787879,4.424242424,0,0,0
1.939393939,4.424242424,6.61705146e-15,0,0
2,4.424242424,0,0,0
2.060606061,4.424242424,0,0,0
2.121212121,4.424242424,0,0,0
2.181818182,4.424242424,0,0,0
2.242424242,4.424242424,0,0,0
2.303030303,4.424242424,0,0,0
2.363636364,4.424242424,0,0,0
2.424242424,4.424242424,0,0,0
2.484848485,4.424242424,0,0,0
2.545454545,4.424242424,0,0,0
2.606060606,4.424242424,0,0,0
2.666666667,4.424242424,0,0,0
2.727272727,4.424242424,0,0,0
2.787878788,4.424242424,0,0,0
2.848484848,4.424242424,0,0,0
2.909090909,4.424242424,0,0,0
2.96969697,4.424242424,0,0,0
3.03030303,4.424242424,0,0,0
3.090909091,4.424242424,0,0,0
3.151515152,4.424242424,0,0,0
3.212121212,4.424242424,7.701969116e-05,0.0002,0
3.272727273,4.424242424,0.0001138181855,0.0002,0
3.333333333,4.424242424,0.0001365897259,0.0002,0
3.393939394,4.424242424,0.0002551903522,0.0004,0
3.454545455,4.424242424,0.0002909024051,0.0004,0
3.515151515,4.424242424,0.0001954789569,0.0002,0
3.575757576,4.424242424,0.0004393624466,0.0004,0.0002
3.636363636,4.424242424,0.0005232214823,0.0004,0.0002
3.696969697,4.424242424,0.0005886429013,0.0004,0.0002
3.757575758,4.424242424,0.0004649951744,0.0004,0
3.818181818,4.424242424,0.0007528129203,0.0004,0.0002
3.878787879,4.424242424,0.0007505865815,0.0004,0.0002
3.939393939,4.424242424,0.0006969404522,0.0004,0.0002
4,4.424242424,0.001153679508,0.0006,0.0004
4.060606061,4.424242424,0.0009998092975,0.0006,0.0002
4.121212121,4.424242424,0.0006585149007,0.0004,0.0002
4.181818182,4.424242424,0.001150855923,0.0006,0.0002
4.242424242,4.424242424,0.001006908793,0.0006,0.0004
4.303030303,4.424242424,0.0008062686222,0.0004,0.0002
4.363636364,4.424242424,0.001220987864,0.0008,0.0004
4.424242424,4.424242424,0.001029936019,0.0006,0.0004
4.484848485,4.424242424,0.001519121781,0.0008,0.0004
4.545454545,4.424242424,0.001621147164,0.0008,0.0004
4.606060606,4.424242424,0.001298045715,0.0008,0.0004
4.666666667,4.424242424,0.001791430324,0.001,0.0004
4.727272727,4.424242424,0.002290296041,0.001,0.0006
4.787878788,4.424242424,0.001475621818,0.0008,0.0004
4.848484848,4.424242424,0.002155608766,0.001,0.0006
4.909090909,4.424242424,0.002231193853,0.0012,0.0006
4.96969697,4.424242424,0.002325027807,0.0012,0.0006
5.03030303,4.424242424,0.002057855796,0.0014,0.0006
5.090909091,4.424242424,0.002265917894,0.0012,0.0008
5.151515152,4.424242424,0.002485199547,0.0016,0.0008
5.212121212,4.424242424,0.003115374304,0.0014,0.001
5.272727273,4.424242424,0.002826163669,0.0016,0.0012
5.333333333,4.424242424,0.002983272713,0.0016,0.001
5.393939394,4.424242424,0.003285424545,0.002,0.0012
5.454545455,4.424242424,0.004087723892,0.0022,0.0014
5.515151515,4.424242424,0.004844935215,0.0024,0.0018
5.575757576,4.424242424,0.004838891994,0.003,0.002
5.636363636,4.424242424,0.005149782777,0.0036,0.002
5.696969697,4.424242424,0.005442788301,0.0036,0.0018
5.757575758,4.424242424,0.005414911594,0.0034,0.0016
5.818181818,4.424242424,0.005861006883,0.0036,0.0018
5.878787879,4.424242424,0.006616928152,0.0038,0.0024
5.939393939,4.424242424,0.006992788704,0.0038,0.0026
6,4.424242424,0.007158305568,0.0038,0.0022
0,4.484848485,0.08383532243,0.38,0.62
0.06060606061,4.484848485,0.08351778344,0.34,0.62
0.1212121212,4.484848485,0.08260118574,0.36,0.62
0.1818181818,4.484848485,0.0807953663,0.34,0.62
0.2424242424,4.484848485,0.07907596759,0.32,0.58
0.303030303,4.484848485,0.07547315004,0.3,0.58
0.3636363636,4.484848485,0.07241218932,0.26,0.54
0.4242424242,4.484848485,0.06782025358,0.24,0.5
0.4848484848,4.484848485,0.06291734066,0.22,0.42
0.5454545455,4.484848485,0.05715130614,0.2,0.38
0.6060606061,4.484848485,0.05172029892,0.18,0.28
0.6666666667,4.484848485,0.04822711817,0.18,0.26
0.7272727273,4.484848485,0.04402808041,0.16,0.26
0.7878787879,4.484848485,0.03834071651,0.12,0.2598
0.8484848485,4.484848485,0.03068591376,0.12,0.1798
0.9090909091,4.484848485,0.02441474238,0.12,0.12
0.9696969697,4.484848485,0.0181423523,0.08,0.08
1.03030303,4.484848485,0.0138762276,0.04,0.06
1.090909091,4.484848485,0.0118153152,0.04,0.04
1.151515152,4.484848485,0.01032147651,0.04,0.0402
1.212121212,4.484848485,0.007864581864,0.0198,0.04
1.272727273,4.484848485,0.005781603334,0.02,0.04
1.333333333,4.484848485,0.004175362229,0.0196,0.02
1.393939394,4.484848485,0.003321672117,0,0.02
1.454545455,4.484848485,0.002982823912,0,0.0198
1.515151515,4.484848485,0.002543117051,0,0.02
1.575757576,4.484848485,0.002084034815,0,0.02
1.636363636,4.484848485,0.001003608501,0.0002,0.0198
1.696969697,4.484848485,0,0,0
1.757575758,4.484848485,0,0,0
1.818181818,4.484848485,0,0,0
1.878787879,4.484848485,0,0,0
1.939393939,4.484848485,0,0,0
2,4.484848485,0,0,0
2.060606061,4.484848485,0,0,0
2.121212121,4.484848485,0,0,0
2.181818182,4.484848485,0,0,0
2.242424242,4.484848485,0,0,0
2.303030303,4.484848485,0,0,0
2.363636364,4.484848485,0,0,0
2.424242424,4.484848485,0,0,0
2.484848485,4.484848485,0,0,0
2.545454545,4.484848485,0,0,0
2.606060606,4.484848485,0,0,0
2.666666667,4.484848485,0,0,0
2.727272727,4.484848485,0,0,0
2.787878788,4.484848485,0,0,0
2.848484848,4.484848485,0,0,0
2.909090909,4.484848485,0,0,0
2.96969697,4.484848485,0,0,0
3.03030303,4.484848485,0,0,0
3.090909091,4.484848485,0,0,0
3.151515152,4.484848485,0,0,0
3.212121212,4.484848485,0,0,0
3.272727273,4.484848485,0,0,0
3.333333333,4.484848485,2.372328457e-05,0.0002,0
3.393939394,4.484848485,8.895367881e-05,0.0002,0
3.454545455,4.484848485,0.0001167938616,0.0002,0
3.515151515,4.484848485,0.0001422034974,0.0002,0
3.575757576,4.484848485,0.0002410361521,0.0002,0.0002
3.636363636,4.484848485,0.0003145497137,0.0002,0.0002
3.696969697,4.484848485,0.0003681221848,0.0002,0.0002
3.757575758,4.484848485,0.000380506581,0.0004,0
3.818181818,4.484848485,0.0006325516596,0.0004,0.0002
3.878787879,4.484848485,0.0006165438397,0.0004,0.0002
3.939393939,4.484848485,0.00055842897,0.0004,0.0002
4,4.484848485,0.0009008006115,0.0004,0.0004
4.060606061,4.484848485,0.0008218952677,0.0006,0.0002
4.121212121,4.484848485,0.000548124469,0.0004,0
4.181818182,4.484848485,0.001018639004,0.0006,0.0002
4.242424242,4.484848485,0.0007302705221,0.0004,0.0002
4.303030303,4.484848485,0.0006656785213,0.0004,0.0002
4.363636364,4.484848485,0.0009266038502,0.0006,0.0004
4.424242424,4.484848485,0.0007632079262,0.0006,0.0002
4.484848485,4.484848485,0.001224921585,0.0006,0.0002
4.545454545,4.484848485,0.001382462786,0.0008,0.0002
4.606060606,4.484848485,0.0009902002836,0.0006,0.0002
4.666666667,4.484848485,0.001478238281,0.0008,0.0004
4.727272727,4.484848485,0.002029322265,0.001,0.0004
4.787878788,4.484848485,0.001192277665,0.0008,0.0002
4.848484848,4.484848485,0.00172288277,0.0008,0.0004
4.909090909,4.484848485,0.001866851692,0.001,0.0006
4.96969697,4.484848485,0.001904511429,0.001,0.0004
5.03030303,4.484848485,0.001539289998,0.0008,0.0004
5.090909091,4.484848485,0.001775165631,0.001,0.0008
5.151515152,4.484848485,0.001890398008,0.0014,0.0004
5.212121212,4.484848485,0.002626981587,0.0014,0.0008
5.272727273,4.484848485,0.002067534467,0.0012,0.0008
5.333333333,4.484848485,0.002364125337,0.0014,0.001
5.393939394,4.484848485,0.002475120696,0.0012,0.001
5.454545455,4.484848485,0.003256067699,0.0018,0.0012
5.515151515,4.484848485,0.003969761494,0.002,0.0012
5.575757576,4.484848485,0.003891536458,0.0022,0.0012
5.636363636,4.484848485,0.004019082872,0.0024,0.0014
5.696969697,4.484848485,0.004148893695,0.0022,0.0012
5.757575758,4.484848485,0.00423975613,0.0024,0.0014
5.818181818,4.484848485,0.004819547912,0.003,0.0016
5.878787879,4.484848485,0.005290501205,0.003,0.0018
5.939393939,4.484848485,0.005703287872,0.0034,0.0024
6,4.484848485,0.00594722222,0.0036,0.0018
0,4.545454545,0.08383532243,0.38,0.62
0.06060606061,4.545454545,0.08352070883,0.34,0.62
0.1212121212,4.545454545,0.0826142414,0.36,0.62
0.1818181818,4.545454545,0.0808085163,0.34,0.62
0.2424242424,4.545454545,0.07907318172,0.32,0.58
0.303030303,4.545454545,0.07545197865,0.3,0.58
0.3636363636,4.545454545,0.07234418959,0.26,0.54
0.4242424242,4.545454545,0.06785578517,0.24,0.5
0.4848484848,4.545454545,0.06302057278,0.22,0.42
0.5454545455,4.545454545,0.05743747005,0.2,0.38
0.6060606061,4.545454545,0.05180605799,0.18,0.28
0.6666666667,4.545454545,0.04837157818,0.18,0.26
0.7272727273,4.545454545,0.044077962,0.16,0.26
0.7878787879,4.545454545,0.0386929947,0.12,0.2598
0.8484848485,4.545454545,0.03113713939,0.1372,0.1798
0.9090909091,4.545454545,0.02459647394,0.12,0.12
0.9696969697,4.545454545,0.0182384439,0.08,0.08
1.03030303,4.545454545,0.01383673564,0.04,0.06
1.090909091,4.545454545,0.0118303818,0.04,0.04
1.151515152,4.545454545,0.01049034248,0.04,0.04
1.212121212,4.545454545,0.008225581711,0.0198,0.04
1.272727273,4.545454545,0.005911755059,0.02,0.04
1.333333333,4.545454545,0.004224957252,0.0196,0.02
1.393939394,4.545454545,0.003450261443,0,0.02
1.454545455,4.545454545,0.003083652429,0.0002,0.0198
1.515151515,4.545454545,0.002669886538,0,0.02
1.575757576,4.545454545,0.002092435034,0.0002,0.0198
1.636363636,4.545454545,0.001276797649,0,0.02
1.696969697,4.545454545,0,0,0
1.757575758,4.545454545,0,0,0
1.818181818,4.545454545,0,0,0
1.878787879,4.545454545,0,0,0
1.939393939,4.545454545,0,0,0
2,4.545454545,0,0,0
2.060606061,4.545454545,0,0,0
2.121212121,4.545454545,0,0,0
2.181818182,4.545454545,0,0,0
2.242424242,4.545454545,0,0,0
2.303030303,4.545454545,0,0,0
2.363636364,4.545454545,0,0,0
2.424242424,4.545454545,0,0,0
2.484848485,4.545454545,0,0,0
2.545454545,4.545454545,0,0,0
2.606060606,4.545454545,0,0,0
2.666666667,4.545454545,0,0,0
2.727272727,4.545454545,0,0,0
2.787878788,4.545454545,0,0,0
2.848484848,4.545454545,0,0,0
2.909090909,4.545454545,0,0,0
2.96969697,4.545454545,0,0,0
3.03030303,4.545454545,0,0,0
3.090909091,4.545454545,0,0,0
3.151515152,4.545454545,0,0,0
3.212121212,4.545454545,0,0,0
3.272727273,4.545454545,0,0,0
3.333333333,4.545454545,0,0,0
3.393939394,4.545454545,0,0,0
3.454545455,4.545454545,0,0,0
3.515151515,4.545454545,4.344617672e-05,0.0002,0
3.575757576,4.545454545,0.0001132357934,0.0002,0
3.636363636,4.545454545,0.0001482483516,0.0002,0
3.696969697,4.545454545,0.0002099730198,0.0002,0.0002
3.757575758,4.545454545,0.0002613786655,0.0004,0
3.818181818,4.545454545,0.0004701683896,0.0004,0.0002
3.878787879,4.545454545,0.0003949913583,0.0002,0.0002
3.939393939,4.545454545,0.0003830662836,0.0004,0
4,4.545454545,0.0006545715602,0.0004,0.0002
4.060606061,4.545454545,0.0006428275648,0.0004,0.0002
4.121212121,4.545454545,0.0004749396952,0.0004,0
4.181818182,4.545454545,0.0008295799032,0.0006,0.0002
4.242424242,4.545454545,0.0006024352864,0.0004,0.0002
4.303030303,4.545454545,0.0005515222833,0.0004,0
4.363636364,4.545454545,0.0006839683773,0.0004,0.0002
4.424242424,4.545454545,0.0005473892596,0.0004,0
4.484848485,4.545454545,0.001113606678,0.0006,0.0002
4.545454545,4.545454545,0.001153879366,0.0006,0.0002
4.606060606,4.545454545,0.0007921049732,0.0006,0.0002
4.666666667,4.545454545,0.001195867146,0.0008,0.0004
4.727272727,4.545454545,0.001804126132,0.001,0.0004
4.787878788,4.545454545,0.0009581461985,0.0006,0.0002
4.848484848,4.545454545,0.001577115055,0.0008,0.0002
4.909090909,4.545454545,0.001590924113,0.0008,0.0002
4.96969697,4.545454545,0.00164593158,0.0008,0.0002
5.03030303,4.545454545,0.001333004621,0.0008,0.0002
5.090909091,4.545454545,0.001402523931,0.0008,0.0004
5.151515152,4.545454545,0.001422857544,0.001,0.0002
5.212121212,4.545454545,0.002112448524,0.0012,0.0004
5.272727273,4.545454545,0.001574457356,0.0008,0.0004
5.333333333,4.545454545,0.001796798183,0.001,0.0004
5.393939394,4.545454545,0.001923791332,0.0012,0.0006
5.454545455,4.545454545,0.002643934179,0.0014,0.0008
5.515151515,4.545454545,0.003367422405,0.0016,0.001
5.575757576,4.545454545,0.003045798894,0.0014,0.0008
5.636363636,4.545454545,0.003408765591,0.0022,0.0012
5.696969697,4.545454545,0.003530202135,0.002,0.001
5.757575758,4.545454545,0.003404960428,0.0018,0.0012
5.818181818,4.545454545,0.003879185849,0.0024,0.001
5.878787879,4.545454545,0.004280425674,0.0022,0.0014
5.939393939,4.545454545,0.004391091572,0.0024,0.002
6,4.545454545,0.004924088165,0.0028,0.0014
0,4.606060606,0.08383532243,0.38,0.62
0.06060606061,4.606060606,0.08352052511,0.34,0.62
0.1212121212,4.606060606,0.08261568874,0.36,0.62
0.1818181818,4.606060606,0.08082573673,0.34,0.62
0.2424242424,4.606060606,0.07908705999,0.32,0.58
0.303030303,4.606060606,0.07544736645,0.28,0.58
0.3636363636,4.606060606,0.07226326261,0.26,0.54
0.4242424242,4.606060606,0.06778913412,0.24,0.5
0.4848484848,4.606060606,0.06301261017,0.22,0.42
0.5454545455,4.606060606,0.05760058562,0.2,0.38
0.6060606061,4.606060606,0.05190266005,0.18,0.28
0.6666666667,4.606060606,0.04866887152,0.18,0.28
0.7272727273,4.606060606,0.04437259197,0.16,0.26
0.7878787879,4.606060606,0.03952134773,0.12,0.26
0.8484848485,4.606060606,0.03157894139,0.1202,0.1796
0.9090909091,4.606060606,0.0244009876,0.12,0.12
0.9696969697,4.606060606,0.0184371701,0.08,0.08
1.03030303,4.606060606,0.01395514974,0.04,0.06
1.090909091,4.606060606,0.0119106427,0.04,0.04
1.151515152,4.606060606,0.01059941791,0.0398,0.04
1.212121212,4.606060606,0.008261381358,0.0198,0.04
1.272727273,4.606060606,0.005991693407,0.02,0.04
1.333333333,4.606060606,0.004370553361,0.0196,0.02
1.393939394,4.606060606,0.003405445415,0,0.02
1.454545455,4.606060606,0.003174092234,0,0.02
1.515151515,4.606060606,0.002703613098,0.0002,0.0198
1.575757576,4.606060606,0.002225010146,0,0.02
1.636363636,4.606060606,0.001513140459,0,0.02
1.696969697,4.606060606,0,0,0
1.757575758,4.606060606,0,0,0
1.818181818,4.606060606,0,0,0
1.878787879,4.606060606,0,0,0
1.939393939,4.606060606,0,0,0
2,4.606060606,0,0,0
2.060606061,4.606060606,0,0,0
2.121212121,4.606060606,0,0,0
2.181818182,4.606060606,0,0,0
2.242424242,4.606060606,0,0,0
2.303030303,4.606060606,0,0,0
2.363636364,4.606060606,0,0,0
2.424242424,4.606060606,0,0,0
2.484848485,4.606060606,0,0,0
2.545454545,4.606060606,0,0,0
2.606060606,4.606060606,0,0,0
2.666666667,4.606060606,0,0,0
2.727272727,4.606060606,0,0,0
2.787878788,4.606060606,0,0,0
2.848484848,4.606060606,0,0,0
2.909090909,4.606060606,0,0,0
2.96969697,4.606060606,0,0,0
3.03030303,4.606060606,0,0,0
3.090909091,4.606060606,0,0,0
3.151515152,4.606060606,0,0,0
3.212121212,4.606060606,0,0,0
3.272727273,4.606060606,0,0,0
3.333333333,4.606060606,0,0,0
3.393939394,4.606060606,0,0,0
3.454545455,4.606060606,0,0,0
3.515151515,4.606060606,0,0,0
3.575757576,4.606060606,0,0,0
3.636363636,4.606060606,3.555050604e-05,0.0002,0
3.696969697,4.606060606,9.579755158e-05,0.0002,0
3.757575758,4.606060606,9.784220948e-05,0.0002,0
3.818181818,4.606060606,0.0001659130289,0.0002,0
3.878787879,4.606060606,0.0001528466124,0.0002,0
3.939393939,4.606060606,0.000270052943,0.0004,0
4,4.606060606,0.0005120808302,0.0004,0.0002
4.060606061,4.606060606,0.000417320602,0.0002,0.0002
4.121212121,4.606060606,0.0003949673756,0.0004,0
4.181818182,4.606060606,0.0006822772709,0.0004,0.0002
4.242424242,4.606060606,0.000405152188,0.0004,0.0002
4.303030303,4.606060606,0.0004780360001,0.0004,0
4.363636364,4.606060606,0.0005496191679,0.0004,0.0002
4.424242424,4.606060606,0.0004744636431,0.0004,0
4.484848485,4.606060606,0.0009701053761,0.0006,0.0002
4.545454545,4.606060606,0.00103175752,0.0006,0.0002
4.606060606,4.606060606,0.0005494087894,0.0004,0
4.666666667,4.606060606,0.0008715982691,0.0006,0.0004
