sigma_A_over_sigma_omega,K_over_sigma_omega,mean_abs_drift_over_sigma_omega,positive_fraction,negative_fraction
5.03030303,0.2424242424,0.1184547463,0.0632,0.0578
5.090909091,0.2424242424,0.1171377349,0.0626,0.0566
5.151515152,0.2424242424,0.1159127369,0.062,0.056
5.212121212,0.2424242424,0.1147138176,0.0614,0.0552
5.272727273,0.2424242424,0.1135286718,0.06,0.0548
5.333333333,0.2424242424,0.1124811096,0.0598,0.054
5.393939394,0.2424242424,0.1114794811,0.0592,0.0538
5.454545455,0.2424242424,0.1104285968,0.0588,0.0532
5.515151515,0.2424242424,0.1094266308,0.0582,0.0532
5.575757576,0.2424242424,0.1083647705,0.0578,0.053
5.636363636,0.2424242424,0.1073376113,0.0576,0.0526
5.696969697,0.2424242424,0.1062135765,0.0564,0.0522
5.757575758,0.2424242424,0.1051111687,0.0558,0.0518
5.818181818,0.2424242424,0.1040408957,0.0552,0.0512
5.878787879,0.2424242424,0.1030162512,0.0542,0.051
5.939393939,0.2424242424,0.1020000308,0.0534,0.0498
6,0.2424242424,0.1010872174,0.0534,0.049
0,0.303030303,0.8029946533,0.4896,0.51
0.06060606061,0.303030303,0.7976338614,0.4724,0.4944
0.1212121212,0.303030303,0.7856842576,0.4478,0.4734
0.1818181818,0.303030303,0.7695901875,0.4308,0.4522
0.2424242424,0.303030303,0.7503478491,0.4124,0.435
0.303030303,0.303030303,0.729058567,0.3922,0.4184
0.3636363636,0.303030303,0.7068445482,0.3774,0.3998
0.4242424242,0.303030303,0.6835241187,0.3616,0.3846
0.4848484848,0.303030303,0.6598375504,0.3442,0.3688
0.5454545455,0.303030303,0.6367289081,0.3332,0.3538
0.6060606061,0.303030303,0.6128473284,0.319,0.3402
0.6666666667,0.303030303,0.5900649295,0.3054,0.3234
0.7272727273,0.303030303,0.5678065554,0.2926,0.3104
0.7878787879,0.303030303,0.5457229781,0.2802,0.2946
0.8484848485,0.303030303,0.5259116756,0.2682,0.2804
0.9090909091,0.303030303,0.5073307645,0.2572,0.2708
0.9696969697,0.303030303,0.48949189,0.2478,0.2614
1.03030303,0.303030303,0.472219061,0.2414,0.2496
1.090909091,0.303030303,0.4559450857,0.2336,0.2418
1.151515152,0.303030303,0.4401604091,0.2246,0.2334
1.212121212,0.303030303,0.4247677297,0.2152,0.2254
1.272727273,0.303030303,0.4105437088,0.2088,0.218
1.333333333,0.303030303,0.3964150455,0.203,0.2084
1.393939394,0.303030303,0.3827683507,0.1954,0.2012
1.454545455,0.303030303,0.3695563589,0.1894,0.1928
1.515151515,0.303030303,0.3574045736,0.1822,0.1864
1.575757576,0.303030303,0.3461184092,0.1756,0.1794
1.636363636,0.303030303,0.3359639669,0.1714,0.1732
1.696969697,0.303030303,0.3262852039,0.1666,0.1678
1.757575758,0.303030303,0.3167972705,0.1634,0.1604
1.818181818,0.303030303,0.3075572534,0.158,0.1542
1.878787879,0.303030303,0.2992636777,0.1552,0.15
1.939393939,0.303030303,0.2914298925,0.1506,0.1462
2,0.303030303,0.2841103513,0.1474,0.1428
2.060606061,0.303030303,0.2766347249,0.1438,0.1398
2.121212121,0.303030303,0.2696161484,0.1408,0.1378
2.181818182,0.303030303,0.2627843374,0.137,0.1342
2.242424242,0.303030303,0.2562118533,0.1338,0.1312
2.303030303,0.303030303,0.2499383032,0.1296,0.1272
2.363636364,0.303030303,0.2440458653,0.126,0.1228
2.424242424,0.303030303,0.2388047398,0.1234,0.1208
2.484848485,0.303030303,0.2335926952,0.122,0.1164
2.545454545,0.303030303,0.2287953126,0.1208,0.1138
2.606060606,0.303030303,0.2239179567,0.1182,0.111
2.666666667,0.303030303,0.219185263,0.115,0.1088
2.727272727,0.303030303,0.2149153194,0.1126,0.1072
2.787878788,0.303030303,0.2107469498,0.1104,0.106
2.848484848,0.303030303,0.2065618043,0.1088,0.1046
2.909090909,0.303030303,0.2026279924,0.1078,0.1018
2.96969697,0.303030303,0.198435013,0.1054,0.0996
3.03030303,0.303030303,0.1943348885,0.1038,0.0976
3.090909091,0.303030303,0.1904159722,0.1022,0.0942
3.151515152,0.303030303,0.18690059,0.1006,0.0928
3.212121212,0.303030303,0.1834810101,0.0988,0.0898
3.272727273,0.303030303,0.1804105017,0.0976,0.0886
3.333333333,0.303030303,0.1774575278,0.096,0.0872
3.393939394,0.303030303,0.1745286869,0.095,0.0858
3.454545455,0.303030303,0.1714321532,0.0942,0.084
3.515151515,0.303030303,0.1684948971,0.0928,0.0832
3.575757576,0.303030303,0.1653466865,0.091,0.0812
3.636363636,0.303030303,0.1625675024,0.0886,0.0802
3.696969697,0.303030303,0.1598320692,0.0874,0.0792
3.757575758,0.303030303,0.157106553,0.0854,0.0778
3.818181818,0.303030303,0.154728893,0.0842,0.0772
3.878787879,0.303030303,0.1524282085,0.083,0.0754
3.939393939,0.303030303,0.1502533903,0.0826,0.0744
4,0.303030303,0.148037715,0.0812,0.0738
4.060606061,0.303030303,0.1458261549,0.0802,0.0724
4.121212121,0.303030303,0.1437035984,0.0794,0.0712
4.181818182,0.303030303,0.1414932745,0.0776,0.0704
4.242424242,0.303030303,0.1394329416,0.075,0.0694
4.303030303,0.303030303,0.1375119021,0.0742,0.069
4.363636364,0.303030303,0.1354256311,0.0734,0.0678
4.424242424,0.303030303,0.1335705702,0.0726,0.0666
4.484848485,0.303030303,0.1317276729,0.0702,0.0658
4.545454545,0.303030303,0.1300648833,0.069,0.0646
4.606060606,0.303030303,0.1285401484,0.0684,0.0634
4.666666667,0.303030303,0.1270564536,0.068,0.0628
4.727272727,0.303030303,0.125562018,0.0676,0.062
4.787878788,0.303030303,0.1240554362,0.067,0.0612
4.848484848,0.303030303,0.1225394157,0.0662,0.0602
4.909090909,0.303030303,0.1210845761,0.0654,0.0592
4.96969697,0.303030303,0.1197283711,0.064,0.0582
5.03030303,0.303030303,0.1184567348,0.0634,0.0578
5.090909091,0.303030303,0.1171530672,0.0628,0.057
5.151515152,0.303030303,0.1158906495,0.0618,0.056
5.212121212,0.303030303,0.114761664,0.0614,0.0556
5.272727273,0.303030303,0.1135546752,0.0606,0.055
5.333333333,0.303030303,0.1124718583,0.0598,0.0542
5.393939394,0.303030303,0.1114121076,0.0592,0.0538
5.454545455,0.303030303,0.110367354,0.0586,0.0532
5.515151515,0.303030303,0.1093757576,0.0582,0.053
5.575757576,0.303030303,0.108269977,0.0578,0.0526
5.636363636,0.303030303,0.1072890355,0.0576,0.0524
5.696969697,0.303030303,0.106166066,0.0562,0.052
5.757575758,0.303030303,0.1050463358,0.0558,0.0514
5.818181818,0.303030303,0.1040364141,0.0548,0.0514
5.878787879,0.303030303,0.1029754954,0.054,0.0508
5.939393939,0.303030303,0.1020092781,0.0536,0.0504
6,0.303030303,0.1010700718,0.0532,0.0494
0,0.3636363636,0.8026404043,0.4886,0.5106
0.06060606061,0.3636363636,0.7972509566,0.4724,0.4942
0.1212121212,0.3636363636,0.7853743554,0.4502,0.4754
0.1818181818,0.3636363636,0.7692465132,0.4336,0.4528
0.2424242424,0.3636363636,0.7499698137,0.413,0.4346
0.303030303,0.3636363636,0.728823904,0.3936,0.4194
0.3636363636,0.3636363636,0.7065633689,0.3776,0.4012
0.4242424242,0.3636363636,0.6833352864,0.3632,0.3842
0.4848484848,0.3636363636,0.6596887968,0.3444,0.369
0.5454545455,0.3636363636,0.6364541943,0.3334,0.3534
0.6060606061,0.3636363636,0.6126860742,0.318,0.3404
0.6666666667,0.3636363636,0.5898966,0.3052,0.323
0.7272727273,0.3636363636,0.5674703869,0.2926,0.3094
0.7878787879,0.3636363636,0.5455653711,0.2798,0.2946
0.8484848485,0.3636363636,0.5257959595,0.269,0.2806
0.9090909091,0.3636363636,0.5073465229,0.2578,0.2714
0.9696969697,0.3636363636,0.4891973152,0.2476,0.2608
1.03030303,0.3636363636,0.4721109477,0.241,0.25
1.090909091,0.3636363636,0.4558083271,0.233,0.2424
1.151515152,0.3636363636,0.4401233541,0.225,0.2338
1.212121212,0.3636363636,0.4246841959,0.216,0.225
1.272727273,0.3636363636,0.4104446512,0.2082,0.217
1.333333333,0.3636363636,0.3964911215,0.2038,0.2088
1.393939394,0.3636363636,0.3827424196,0.1956,0.2012
1.454545455,0.3636363636,0.3695095696,0.1898,0.1928
1.515151515,0.3636363636,0.3574511705,0.1832,0.1862
1.575757576,0.3636363636,0.3460701305,0.1752,0.18
1.636363636,0.3636363636,0.3360140311,0.1714,0.1736
1.696969697,0.3636363636,0.3262432243,0.1668,0.1678
1.757575758,0.3636363636,0.3168672952,0.1634,0.1608
1.818181818,0.3636363636,0.3074741875,0.1584,0.1544
1.878787879,0.3636363636,0.2992211991,0.155,0.1498
1.939393939,0.3636363636,0.2913800356,0.1504,0.1464
2,0.3636363636,0.2839985047,0.1474,0.1428
2.060606061,0.3636363636,0.2766836785,0.1438,0.14
2.121212121,0.3636363636,0.2695902693,0.1408,0.137
2.181818182,0.3636363636,0.2627408469,0.1372,0.1344
2.242424242,0.3636363636,0.2563188505,0.1336,0.131
2.303030303,0.3636363636,0.2498956701,0.1296,0.1276
2.363636364,0.3636363636,0.2440621366,0.1266,0.123
2.424242424,0.3636363636,0.2388038141,0.1238,0.1206
2.484848485,0.3636363636,0.2335606382,0.1214,0.1166
2.545454545,0.3636363636,0.2288013103,0.1212,0.1136
2.606060606,0.3636363636,0.2238791586,0.1176,0.1114
2.666666667,0.3636363636,0.219071117,0.1146,0.109
2.727272727,0.3636363636,0.2149234644,0.1126,0.1078
2.787878788,0.3636363636,0.2107325814,0.1104,0.106
2.848484848,0.3636363636,0.2066078236,0.1086,0.1048
2.909090909,0.3636363636,0.2026185268,0.1078,0.102
2.96969697,0.3636363636,0.1984570245,0.1056,0.0996
3.03030303,0.3636363636,0.1943508203,0.1036,0.098
3.090909091,0.3636363636,0.1903969222,0.1024,0.094
3.151515152,0.3636363636,0.1868718456,0.1008,0.0928
3.212121212,0.3636363636,0.1834591813,0.0986,0.09
3.272727273,0.3636363636,0.1803487486,0.0974,0.0884
3.333333333,0.3636363636,0.1774371986,0.0958,0.0872
3.393939394,0.3636363636,0.1744953544,0.095,0.0856
3.454545455,0.3636363636,0.1713759702,0.094,0.084
3.515151515,0.3636363636,0.16843258,0.093,0.083
3.575757576,0.3636363636,0.1653692096,0.091,0.081
3.636363636,0.3636363636,0.1625936704,0.0888,0.0804
3.696969697,0.3636363636,0.1599244723,0.088,0.0792
3.757575758,0.3636363636,0.1570152892,0.0854,0.078
3.818181818,0.3636363636,0.1545652401,0.084,0.077
3.878787879,0.3636363636,0.1523442898,0.0828,0.0754
3.939393939,0.3636363636,0.1501398318,0.0822,0.0744
4,0.3636363636,0.1479325202,0.0808,0.0738
4.060606061,0.3636363636,0.1457674092,0.0802,0.0726
4.121212121,0.3636363636,0.1435801806,0.0794,0.0712
4.181818182,0.3636363636,0.1414332024,0.078,0.0702
4.242424242,0.3636363636,0.1392874975,0.0748,0.0692
4.303030303,0.3636363636,0.1374292484,0.0742,0.069
4.363636364,0.3636363636,0.1353741219,0.0736,0.0672
4.424242424,0.3636363636,0.1334510236,0.0722,0.0664
4.484848485,0.3636363636,0.1317253592,0.0708,0.066
4.545454545,0.3636363636,0.1300386818,0.069,0.0648
4.606060606,0.3636363636,0.128448791,0.0688,0.0634
4.666666667,0.3636363636,0.1269665169,0.068,0.0628
4.727272727,0.3636363636,0.1255052305,0.0676,0.0622
4.787878788,0.3636363636,0.1239301216,0.0666,0.061
4.848484848,0.3636363636,0.1224532969,0.0658,0.0604
4.909090909,0.3636363636,0.1210694395,0.0652,0.0588
4.96969697,0.3636363636,0.1197354686,0.0644,0.0582
5.03030303,0.3636363636,0.118444436,0.0634,0.0576
5.090909091,0.3636363636,0.1171008124,0.0626,0.0566
5.151515152,0.3636363636,0.1158964714,0.0618,0.0562
5.212121212,0.3636363636,0.1147320407,0.0618,0.0552
5.272727273,0.3636363636,0.113599229,0.0608,0.055
5.333333333,0.3636363636,0.1124839086,0.0598,0.0544
5.393939394,0.3636363636,0.111379167,0.0594,0.0538
5.454545455,0.3636363636,0.1103286743,0.059,0.0532
5.515151515,0.3636363636,0.1093424897,0.0586,0.0528
5.575757576,0.3636363636,0.1082803018,0.058,0.0526
5.636363636,0.3636363636,0.1071620642,0.0568,0.0522
5.696969697,0.3636363636,0.1061385962,0.0562,0.052
5.757575758,0.3636363636,0.1050682538,0.0556,0.0514
5.818181818,0.3636363636,0.1039573948,0.0544,0.0514
5.878787879,0.3636363636,0.1029256977,0.0538,0.051
5.939393939,0.3636363636,0.1019767305,0.0536,0.0504
6,0.3636363636,0.1010936306,0.0532,0.05
0,0.4242424242,0.8021648379,0.489,0.5092
0.06060606061,0.4242424242,0.796783597,0.4746,0.497
0.1212121212,0.4242424242,0.7848747829,0.4534,0.477
0.1818181818,0.4242424242,0.7687510268,0.4368,0.4544
0.2424242424,0.4242424242,0.749582114,0.414,0.4356
0.303030303,0.4242424242,0.7283982639,0.3936,0.42
0.3636363636,0.4242424242,0.706275552,0.379,0.402
0.4242424242,0.4242424242,0.6829597558,0.3634,0.3838
0.4848484848,0.4242424242,0.6593957484,0.3452,0.3692
0.5454545455,0.4242424242,0.6361727336,0.3328,0.3532
0.6060606061,0.4242424242,0.612398814,0.3178,0.34
0.6666666667,0.4242424242,0.5896494165,0.3064,0.3238
0.7272727273,0.4242424242,0.5672216958,0.2928,0.3102
0.7878787879,0.4242424242,0.5453356683,0.2802,0.2946
0.8484848485,0.4242424242,0.5257072793,0.2682,0.2816
0.9090909091,0.4242424242,0.5072317132,0.258,0.2704
0.9696969697,0.4242424242,0.4890284465,0.2482,0.2614
1.03030303,0.4242424242,0.4720360515,0.2402,0.2502
1.090909091,0.4242424242,0.4557941297,0.2326,0.2426
1.151515152,0.4242424242,0.4400110722,0.2244,0.2342
1.212121212,0.4242424242,0.4247250411,0.2162,0.2246
1.272727273,0.4242424242,0.4103477191,0.2082,0.217
1.333333333,0.4242424242,0.3965248246,0.2046,0.2094
1.393939394,0.4242424242,0.3826423059,0.1962,0.201
1.454545455,0.4242424242,0.3694759218,0.1894,0.1932
1.515151515,0.4242424242,0.3573130046,0.1832,0.1862
1.575757576,0.4242424242,0.3461598865,0.1756,0.1804
1.636363636,0.4242424242,0.3360115854,0.1714,0.174
1.696969697,0.4242424242,0.3261179141,0.1668,0.167
1.757575758,0.4242424242,0.3168123288,0.163,0.1616
1.818181818,0.4242424242,0.3074694374,0.159,0.155
1.878787879,0.4242424242,0.2990404808,0.1544,0.1492
1.939393939,0.4242424242,0.2912955824,0.1504,0.1462
2,0.4242424242,0.283907885,0.1472,0.1428
2.060606061,0.4242424242,0.2766686496,0.1438,0.1398
2.121212121,0.4242424242,0.269538297,0.1406,0.137
2.181818182,0.4242424242,0.2628223337,0.1368,0.1344
2.242424242,0.4242424242,0.256282197,0.1338,0.131
2.303030303,0.4242424242,0.249916166,0.1294,0.127
2.363636364,0.4242424242,0.2441584575,0.1268,0.1226
2.424242424,0.4242424242,0.238744089,0.1238,0.1206
2.484848485,0.4242424242,0.2334967835,0.1216,0.1162
2.545454545,0.4242424242,0.2287391904,0.121,0.1138
2.606060606,0.4242424242,0.22390444,0.118,0.1114
2.666666667,0.4242424242,0.2191423954,0.1146,0.1096
2.727272727,0.4242424242,0.214904157,0.1124,0.1078
2.787878788,0.4242424242,0.2107282118,0.1104,0.1062
2.848484848,0.4242424242,0.2065795098,0.1088,0.1042
2.909090909,0.4242424242,0.202581934,0.108,0.102
2.96969697,0.4242424242,0.1984527102,0.1054,0.0994
3.03030303,0.4242424242,0.1943202857,0.1036,0.0978
3.090909091,0.4242424242,0.1903824584,0.1022,0.0946
3.151515152,0.4242424242,0.1867981219,0.101,0.0924
3.212121212,0.4242424242,0.1834215581,0.0992,0.09
3.272727273,0.4242424242,0.1803351832,0.0974,0.0888
3.333333333,0.4242424242,0.1774005114,0.096,0.0872
3.393939394,0.4242424242,0.1744136993,0.095,0.0858
3.454545455,0.4242424242,0.1713785193,0.094,0.0844
3.515151515,0.4242424242,0.1683187035,0.093,0.0828
3.575757576,0.4242424242,0.1654288683,0.091,0.0816
3.636363636,0.4242424242,0.1625500303,0.0892,0.0804
3.696969697,0.4242424242,0.1598514256,0.0882,0.0792
3.757575758,0.4242424242,0.1569822764,0.0858,0.078
3.818181818,0.4242424242,0.1544590716,0.0838,0.0766
3.878787879,0.4242424242,0.1522246809,0.0824,0.0754
3.939393939,0.4242424242,0.1500687876,0.0822,0.0746
4,0.4242424242,0.147819092,0.0808,0.0738
4.060606061,0.4242424242,0.1456530533,0.08,0.073
4.121212121,0.4242424242,0.1434545862,0.0792,0.0712
4.181818182,0.4242424242,0.1413407093,0.077,0.0704
4.242424242,0.4242424242,0.1392357094,0.0754,0.0692
4.303030303,0.4242424242,0.1373819749,0.0746,0.0688
4.363636364,0.4242424242,0.135311053,0.0734,0.0672
4.424242424,0.4242424242,0.1334859581,0.0722,0.0664
4.484848485,0.4242424242,0.1317712342,0.071,0.066
4.545454545,0.4242424242,0.1300152872,0.0694,0.065
4.606060606,0.4242424242,0.1283775549,0.0688,0.0638
4.666666667,0.4242424242,0.1268837035,0.0682,0.0626
4.727272727,0.4242424242,0.125382611,0.0676,0.062
4.787878788,0.4242424242,0.123865937,0.0662,0.0612
4.848484848,0.4242424242,0.1224435771,0.0656,0.0604
4.909090909,0.4242424242,0.1210556937,0.0652,0.0588
4.96969697,0.4242424242,0.1197029056,0.0644,0.0578
5.03030303,0.4242424242,0.118382946,0.063,0.0574
5.090909091,0.4242424242,0.1170970634,0.0624,0.0568
5.151515152,0.4242424242,0.1158890955,0.0618,0.056
5.212121212,0.4242424242,0.1147602729,0.0618,0.0554
5.272727273,0.4242424242,0.1135793142,0.0608,0.055
5.333333333,0.4242424242,0.1125016478,0.0602,0.0546
5.393939394,0.4242424242,0.1113692923,0.0594,0.054
5.454545455,0.4242424242,0.1103486725,0.059,0.0534
5.515151515,0.4242424242,0.1093132049,0.0588,0.0532
5.575757576,0.4242424242,0.108246876,0.0582,0.0528
5.636363636,0.4242424242,0.1071000613,0.057,0.0522
5.696969697,0.4242424242,0.106130256,0.0564,0.052
5.757575758,0.4242424242,0.1049889332,0.0552,0.0514
5.818181818,0.4242424242,0.1038978459,0.0546,0.0512
5.878787879,0.4242424242,0.1029138821,0.0538,0.051
5.939393939,0.4242424242,0.1019697281,0.0534,0.0504
6,0.4242424242,0.1010928571,0.0532,0.0496
0,0.4848484848,0.8015978657,0.4896,0.5098
0.06060606061,0.4848484848,0.7962362595,0.48,0.498
0.1212121212,0.4848484848,0.7843600384,0.4548,0.4806
0.1818181818,0.4848484848,0.7681871755,0.4396,0.4582
0.2424242424,0.4848484848,0.7489949407,0.4162,0.4396
0.303030303,0.4848484848,0.7278575501,0.394,0.4214
0.3636363636,0.4848484848,0.7057609935,0.379,0.402
0.4242424242,0.4848484848,0.6825176201,0.3644,0.3862
0.4848484848,0.4848484848,0.6590485047,0.345,0.3696
0.5454545455,0.4848484848,0.6358298392,0.3332,0.3562
0.6060606061,0.4848484848,0.6119520728,0.3182,0.3406
0.6666666667,0.4848484848,0.5892630956,0.3064,0.3254
0.7272727273,0.4848484848,0.5668694786,0.2926,0.3112
0.7878787879,0.4848484848,0.5451710573,0.2804,0.2952
0.8484848485,0.4848484848,0.5254596451,0.2686,0.2816
0.9090909091,0.4848484848,0.5068617016,0.2584,0.2698
0.9696969697,0.4848484848,0.4888622849,0.2484,0.262
1.03030303,0.4848484848,0.4718216154,0.2402,0.251
1.090909091,0.4848484848,0.4556564149,0.2328,0.2432
1.151515152,0.4848484848,0.4397945898,0.2244,0.2336
1.212121212,0.4848484848,0.424652052,0.2164,0.2248
1.272727273,0.4848484848,0.4103568657,0.2082,0.2166
1.333333333,0.4848484848,0.3965691044,0.2038,0.2098
1.393939394,0.4848484848,0.3827016468,0.1966,0.2014
1.454545455,0.4848484848,0.3693360213,0.1894,0.1932
1.515151515,0.4848484848,0.3572962284,0.1834,0.1862
1.575757576,0.4848484848,0.3460097535,0.176,0.18
1.636363636,0.4848484848,0.3358771213,0.1712,0.1742
1.696969697,0.4848484848,0.3260888523,0.1674,0.167
1.757575758,0.4848484848,0.3167960329,0.163,0.1612
1.818181818,0.4848484848,0.3073632497,0.1586,0.1556
1.878787879,0.4848484848,0.2990207929,0.1542,0.1492
1.939393939,0.4848484848,0.2911789256,0.1502,0.1462
2,0.4848484848,0.2837895109,0.1464,0.143
2.060606061,0.4848484848,0.2765693608,0.1444,0.1396
2.121212121,0.4848484848,0.269501662,0.1408,0.1374
2.181818182,0.4848484848,0.2627534359,0.1366,0.1346
2.242424242,0.4848484848,0.2562983054,0.1338,0.131
2.303030303,0.4848484848,0.2498944172,0.1298,0.1266
2.363636364,0.4848484848,0.2441213416,0.1268,0.123
2.424242424,0.4848484848,0.2387807748,0.1244,0.121
2.484848485,0.4848484848,0.2333546069,0.1218,0.1158
2.545454545,0.4848484848,0.2286781401,0.1208,0.1134
2.606060606,0.4848484848,0.2238173195,0.1178,0.1114
2.666666667,0.4848484848,0.2191672007,0.115,0.1098
2.727272727,0.4848484848,0.2148843551,0.1118,0.1078
2.787878788,0.4848484848,0.2107181456,0.1106,0.1058
2.848484848,0.4848484848,0.2065672953,0.1088,0.104
2.909090909,0.4848484848,0.202615256,0.1074,0.102
2.96969697,0.4848484848,0.1984915138,0.1054,0.0994
3.03030303,0.4848484848,0.1943450421,0.1038,0.0978
3.090909091,0.4848484848,0.1903613971,0.1024,0.0942
3.151515152,0.4848484848,0.1867990607,0.101,0.0922
3.212121212,0.4848484848,0.1833691244,0.0992,0.09
3.272727273,0.4848484848,0.1802609169,0.0974,0.0886
3.333333333,0.4848484848,0.177312958,0.096,0.0872
3.393939394,0.4848484848,0.1743068915,0.095,0.0856
3.454545455,0.4848484848,0.1713375101,0.094,0.0846
3.515151515,0.4848484848,0.1682359052,0.0926,0.0824
3.575757576,0.4848484848,0.1653689426,0.0908,0.0816
3.636363636,0.4848484848,0.1625120709,0.0894,0.0802
3.696969697,0.4848484848,0.1597645754,0.0878,0.0788
3.757575758,0.4848484848,0.1569785022,0.086,0.0778
3.818181818,0.4848484848,0.154330242,0.0836,0.0766
3.878787879,0.4848484848,0.152138539,0.0826,0.0754
3.939393939,0.4848484848,0.1498913149,0.0822,0.0744
4,0.4848484848,0.1476917773,0.0808,0.0736
4.060606061,0.4848484848,0.1455353797,0.0794,0.0728
4.121212121,0.4848484848,0.1434115666,0.0786,0.0714
4.181818182,0.4848484848,0.1412309303,0.077,0.0706
4.242424242,0.4848484848,0.1390790211,0.0752,0.0692
4.303030303,0.4848484848,0.1373071465,0.0744,0.0682
4.363636364,0.4848484848,0.1352716876,0.0736,0.0674
4.424242424,0.4848484848,0.1333941509,0.0722,0.0662
4.484848485,0.4848484848,0.1317649748,0.0716,0.066
4.545454545,0.4848484848,0.129977531,0.07,0.0652
4.606060606,0.4848484848,0.1282822077,0.0688,0.0638
4.666666667,0.4848484848,0.1267480399,0.068,0.0624
4.727272727,0.4848484848,0.1252169305,0.0674,0.0612
4.787878788,0.4848484848,0.1237602856,0.0664,0.0606
4.848484848,0.4848484848,0.1224184087,0.0658,0.0598
4.909090909,0.4848484848,0.1210279005,0.0652,0.0588
4.96969697,0.4848484848,0.1196904409,0.064,0.058
5.03030303,0.4848484848,0.1183143781,0.0632,0.0574
5.090909091,0.4848484848,0.1170750508,0.0624,0.0566
5.151515152,0.4848484848,0.1159141818,0.0622,0.056
5.212121212,0.4848484848,0.1147655811,0.0616,0.0554
5.272727273,0.4848484848,0.1136062733,0.061,0.0552
5.333333333,0.4848484848,0.112498687,0.0604,0.0544
5.393939394,0.4848484848,0.1113931745,0.0598,0.0542
5.454545455,0.4848484848,0.1103283896,0.0588,0.0536
5.515151515,0.4848484848,0.1092627857,0.0586,0.0532
5.575757576,0.4848484848,0.1081721478,0.0584,0.0526
5.636363636,0.4848484848,0.1071307178,0.057,0.0522
5.696969697,0.4848484848,0.106047069,0.0562,0.0522
5.757575758,0.4848484848,0.1049763282,0.0556,0.0514
5.818181818,0.4848484848,0.1038687628,0.0548,0.051
5.878787879,0.4848484848,0.1028236738,0.0538,0.0504
5.939393939,0.4848484848,0.1019932932,0.0536,0.05
