sigma_A_over_omega,K_over_omega,positive_fraction,negative_fraction
1.151515152,0.4242424242,0.6716,0.0444
1.212121212,0.4242424242,0.6414,0.0406
1.272727273,0.4242424242,0.616,0.0414
1.333333333,0.4242424242,0.5888,0.0314
1.393939394,0.4242424242,0.5592,0.0268
1.454545455,0.4242424242,0.5276,0.0182
1.515151515,0.4242424242,0.5076,0.015
1.575757576,0.4242424242,0.4804,0.0132
1.636363636,0.4242424242,0.4712,0.0086
1.696969697,0.4242424242,0.4472,0.007
1.757575758,0.4242424242,0.4322,0.0056
1.818181818,0.4242424242,0.4196,0.0062
1.878787879,0.4242424242,0.4038,0.0034
1.939393939,0.4242424242,0.3938,0.007
2,0.4242424242,0.3808,0.0066
2.060606061,0.4242424242,0.376,0.0064
2.121212121,0.4242424242,0.361,0.005
2.181818182,0.4242424242,0.348,0.0018
2.242424242,0.4242424242,0.3398,0.0036
2.303030303,0.4242424242,0.3316,0.0018
2.363636364,0.4242424242,0.3198,0.0006
2.424242424,0.4242424242,0.3132,0.001
2.484848485,0.4242424242,0.3046,0.0002
2.545454545,0.4242424242,0.298,0.001
2.606060606,0.4242424242,0.291,0.001
2.666666667,0.4242424242,0.285,0.0002
2.727272727,0.4242424242,0.2788,0.001
2.787878788,0.4242424242,0.2726,0.0014
2.848484848,0.4242424242,0.2676,0.0008
2.909090909,0.4242424242,0.2628,0.001
2.96969697,0.4242424242,0.2552,0
3.03030303,0.4242424242,0.2518,0
3.090909091,0.4242424242,0.2472,0.0002
3.151515152,0.4242424242,0.2438,0.0008
3.212121212,0.4242424242,0.24,0
3.272727273,0.4242424242,0.235,0
3.333333333,0.4242424242,0.2302,0
3.393939394,0.4242424242,0.2272,0.0002
3.454545455,0.4242424242,0.2226,0
3.515151515,0.4242424242,0.2188,0
3.575757576,0.4242424242,0.2154,0.0002
3.636363636,0.4242424242,0.2118,0
3.696969697,0.4242424242,0.209,0.0002
3.757575758,0.4242424242,0.2046,0
3.818181818,0.4242424242,0.202,0
3.878787879,0.4242424242,0.1978,0.0002
3.939393939,0.4242424242,0.1944,0
4,0.4242424242,0.1926,0
4.060606061,0.4242424242,0.1882,0
4.121212121,0.4242424242,0.1862,0
4.181818182,0.4242424242,0.1844,0
4.242424242,0.4242424242,0.1822,0
4.303030303,0.4242424242,0.18,0
4.363636364,0.4242424242,0.1784,0
4.424242424,0.4242424242,0.1756,0
4.484848485,0.4242424242,0.1728,0
4.545454545,0.4242424242,0.1698,0
4.606060606,0.4242424242,0.169,0
4.666666667,0.4242424242,0.1654,0
4.727272727,0.4242424242,0.1642,0
4.787878788,0.4242424242,0.1626,0
4.848484848,0.4242424242,0.161,0
4.909090909,0.4242424242,0.1592,0
4.96969697,0.4242424242,0.158,0
5.03030303,0.4242424242,0.1574,0
5.090909091,0.4242424242,0.1552,0
5.151515152,0.4242424242,0.1544,0
5.212121212,0.4242424242,0.1518,0
5.272727273,0.4242424242,0.1504,0
5.333333333,0.4242424242,0.1492,0
5.393939394,0.4242424242,0.1484,0
5.454545455,0.4242424242,0.1464,0
5.515151515,0.4242424242,0.1446,0
5.575757576,0.4242424242,0.1432,0
5.636363636,0.4242424242,0.142,0
5.696969697,0.4242424242,0.1408,0
5.757575758,0.4242424242,0.1386,0
5.818181818,0.4242424242,0.1376,0
5.878787879,0.4242424242,0.1368,0
5.939393939,0.4242424242,0.1346,0
6,0.4242424242,0.1336,0
0,0.4848484848,1,0
0.06060606061,0.4848484848,1,0
0.1212121212,0.4848484848,1,0
0.1818181818,0.4848484848,1,0
0.2424242424,0.4848484848,1,0
0.303030303,0.4848484848,0.9998,0
0.3636363636,0.4848484848,0.9994,0.0004
0.4242424242,0.4848484848,0.9962,0.002
0.4848484848,0.4848484848,0.9892,0.0044
0.5454545455,0.4848484848,0.978,0.0104
0.6060606061,0.4848484848,0.9602,0.0174
0.6666666667,0.4848484848,0.9312,0.0304
0.7272727273,0.4848484848,0.9102,0.0336
0.7878787879,0.4848484848,0.8808,0.0508
0.8484848485,0.4848484848,0.8424,0.045
0.9090909091,0.4848484848,0.8154,0.0472
0.9696969697,0.4848484848,0.7928,0.0576
1.03030303,0.4848484848,0.7578,0.0556
1.090909091,0.4848484848,0.743,0.0882
1.151515152,0.4848484848,0.6906,0.0514
1.212121212,0.4848484848,0.6526,0.0504
1.272727273,0.4848484848,0.6306,0.0442
1.333333333,0.4848484848,0.6216,0.0538
1.393939394,0.4848484848,0.5872,0.051
1.454545455,0.4848484848,0.5464,0.04
1.515151515,0.4848484848,0.5264,0.0274
1.575757576,0.4848484848,0.505,0.0218
1.636363636,0.4848484848,0.4774,0.0152
1.696969697,0.4848484848,0.4586,0.0162
1.757575758,0.4848484848,0.4442,0.0102
1.818181818,0.4848484848,0.4244,0.0072
1.878787879,0.4848484848,0.4076,0.0102
1.939393939,0.4848484848,0.3954,0.0066
2,0.4848484848,0.3816,0.0044
2.060606061,0.4848484848,0.377,0.0064
2.121212121,0.4848484848,0.365,0.0036
2.181818182,0.4848484848,0.3564,0.0068
2.242424242,0.4848484848,0.3446,0.0086
2.303030303,0.4848484848,0.3374,0.0058
2.363636364,0.4848484848,0.3252,0.0048
2.424242424,0.4848484848,0.3196,0.0054
2.484848485,0.4848484848,0.3114,0.0048
2.545454545,0.4848484848,0.3006,0.0028
2.606060606,0.4848484848,0.2988,0.005
2.666666667,0.4848484848,0.2886,0.0044
2.727272727,0.4848484848,0.28,0.0026
2.787878788,0.4848484848,0.2742,0.0024
2.848484848,0.4848484848,0.2694,0.0014
2.909090909,0.4848484848,0.2634,0.0028
2.96969697,0.4848484848,0.2576,0.0032
3.03030303,0.4848484848,0.2522,0.0008
3.090909091,0.4848484848,0.2496,0.001
3.151515152,0.4848484848,0.2446,0.0016
3.212121212,0.4848484848,0.2408,0.0006
3.272727273,0.4848484848,0.2372,0.002
3.333333333,0.4848484848,0.2322,0.0014
3.393939394,0.4848484848,0.2274,0.0006
3.454545455,0.4848484848,0.2236,0.0008
3.515151515,0.4848484848,0.219,0.0008
3.575757576,0.4848484848,0.2152,0.0002
3.636363636,0.4848484848,0.2116,0.0002
3.696969697,0.4848484848,0.209,0.0006
3.757575758,0.4848484848,0.2058,0.0002
3.818181818,0.4848484848,0.203,0.0002
3.878787879,0.4848484848,0.1986,0
3.939393939,0.4848484848,0.1952,0.0008
4,0.4848484848,0.1928,0.0002
4.060606061,0.4848484848,0.1886,0
4.121212121,0.4848484848,0.1866,0
4.181818182,0.4848484848,0.1838,0
4.242424242,0.4848484848,0.1824,0
4.303030303,0.4848484848,0.1802,0
4.363636364,0.4848484848,0.1786,0
4.424242424,0.4848484848,0.1756,0
4.484848485,0.4848484848,0.1728,0
4.545454545,0.4848484848,0.17,0
4.606060606,0.4848484848,0.1692,0.0002
4.666666667,0.4848484848,0.1658,0
4.727272727,0.4848484848,0.1646,0
4.787878788,0.4848484848,0.1628,0
4.848484848,0.4848484848,0.1612,0
4.909090909,0.4848484848,0.1592,0
4.96969697,0.4848484848,0.158,0
5.03030303,0.4848484848,0.1574,0
5.090909091,0.4848484848,0.1554,0
5.151515152,0.4848484848,0.1536,0
5.212121212,0.4848484848,0.1524,0
5.272727273,0.4848484848,0.1502,0
5.333333333,0.4848484848,0.1494,0
5.393939394,0.4848484848,0.148,0
5.454545455,0.4848484848,0.146,0
5.515151515,0.4848484848,0.1444,0
5.575757576,0.4848484848,0.1428,0
5.636363636,0.4848484848,0.142,0
5.696969697,0.4848484848,0.1406,0
5.757575758,0.4848484848,0.1388,0
5.818181818,0.4848484848,0.1374,0
5.878787879,0.4848484848,0.1366,0
5.939393939,0.4848484848,0.1352,0
6,0.4848484848,0.1338,0
0,0.5454545455,1,0
0.06060606061,0.5454545455,1,0
0.1212121212,0.5454545455,1,0
0.1818181818,0.5454545455,1,0
0.2424242424,0.5454545455,1,0
0.303030303,0.5454545455,0.9998,0
0.3636363636,0.5454545455,0.9998,0.0002
0.4242424242,0.5454545455,0.9972,0.0018
0.4848484848,0.5454545455,0.99,0.0038
0.5454545455,0.5454545455,0.983,0.0108
0.6060606061,0.5454545455,0.9656,0.0138
0.6666666667,0.5454545455,0.944,0.0286
0.7272727273,0.5454545455,0.9166,0.037
0.7878787879,0.5454545455,0.8914,0.0402
0.8484848485,0.5454545455,0.8624,0.0576
0.9090909091,0.5454545455,0.8438,0.0716
0.9696969697,0.5454545455,0.8126,0.0752
1.03030303,0.5454545455,0.7864,0.087
1.090909091,0.5454545455,0.7622,0.083
1.151515152,0.5454545455,0.7082,0.058
1.212121212,0.5454545455,0.6914,0.0726
1.272727273,0.5454545455,0.6768,0.078
1.333333333,0.5454545455,0.6366,0.0772
1.393939394,0.5454545455,0.5954,0.0516
1.454545455,0.5454545455,0.5778,0.0518
1.515151515,0.5454545455,0.5552,0.058
1.575757576,0.5454545455,0.5262,0.0458
1.636363636,0.5454545455,0.5172,0.0478
1.696969697,0.5454545455,0.4784,0.0272
1.757575758,0.5454545455,0.4698,0.033
1.818181818,0.5454545455,0.454,0.0244
1.878787879,0.5454545455,0.4346,0.0294
1.939393939,0.5454545455,0.4168,0.0222
2,0.5454545455,0.3988,0.0204
2.060606061,0.5454545455,0.388,0.014
2.121212121,0.5454545455,0.3736,0.0106
2.181818182,0.5454545455,0.3572,0.0092
2.242424242,0.5454545455,0.3458,0.0064
2.303030303,0.5454545455,0.3382,0.005
2.363636364,0.5454545455,0.3266,0.0084
2.424242424,0.5454545455,0.3194,0.0142
2.484848485,0.5454545455,0.31,0.0036
2.545454545,0.5454545455,0.3002,0.0034
2.606060606,0.5454545455,0.293,0.0042
2.666666667,0.5454545455,0.29,0.0054
2.727272727,0.5454545455,0.281,0.0018
2.787878788,0.5454545455,0.279,0.0068
2.848484848,0.5454545455,0.2738,0.0068
2.909090909,0.5454545455,0.266,0.0068
2.96969697,0.5454545455,0.2604,0.0038
3.03030303,0.5454545455,0.2554,0.0042
3.090909091,0.5454545455,0.252,0.0034
3.151515152,0.5454545455,0.2462,0.0018
3.212121212,0.5454545455,0.242,0.002
3.272727273,0.5454545455,0.2376,0.0022
3.333333333,0.5454545455,0.2326,0.0016
3.393939394,0.5454545455,0.2276,0.0004
3.454545455,0.5454545455,0.2236,0
3.515151515,0.5454545455,0.22,0
3.575757576,0.5454545455,0.2186,0.003
3.636363636,0.5454545455,0.2114,0.0006
3.696969697,0.5454545455,0.2092,0
3.757575758,0.5454545455,0.206,0.0008
3.818181818,0.5454545455,0.2028,0.0016
3.878787879,0.5454545455,0.1992,0.0002
3.939393939,0.5454545455,0.1966,0.0006
4,0.5454545455,0.193,0.0002
4.060606061,0.5454545455,0.1896,0.0004
4.121212121,0.5454545455,0.1868,0.0002
4.181818182,0.5454545455,0.184,0.0002
4.242424242,0.5454545455,0.182,0
4.303030303,0.5454545455,0.1808,0.0002
4.363636364,0.5454545455,0.1786,0
4.424242424,0.5454545455,0.1758,0
4.484848485,0.5454545455,0.1726,0
4.545454545,0.5454545455,0.1702,0
4.606060606,0.5454545455,0.1688,0
4.666666667,0.5454545455,0.1664,0
4.727272727,0.5454545455,0.1654,0
4.787878788,0.5454545455,0.1628,0
4.848484848,0.5454545455,0.1614,0
4.909090909,0.5454545455,0.1588,0
4.96969697,0.5454545455,0.158,0
5.03030303,0.5454545455,0.1572,0
5.090909091,0.5454545455,0.1556,0
5.151515152,0.5454545455,0.154,0
5.212121212,0.5454545455,0.1524,0
5.272727273,0.5454545455,0.15,0
5.333333333,0.5454545455,0.1494,0
5.393939394,0.5454545455,0.1476,0
5.454545455,0.5454545455,0.1464,0
5.515151515,0.5454545455,0.1444,0
5.575757576,0.5454545455,0.143,0
5.636363636,0.5454545455,0.142,0
5.696969697,0.5454545455,0.1402,0
5.757575758,0.5454545455,0.1386,0
5.818181818,0.5454545455,0.1376,0
5.878787879,0.5454545455,0.1362,0
5.939393939,0.5454545455,0.1354,0
6,0.5454545455,0.133,0
0,0.6060606061,1,0
0.06060606061,0.6060606061,1,0
0.1212121212,0.6060606061,1,0
0.1818181818,0.6060606061,1,0
0.2424242424,0.6060606061,1,0
0.303030303,0.6060606061,0.9998,0
0.3636363636,0.6060606061,0.9996,0.0002
0.4242424242,0.6060606061,0.9986,0.0012
0.4848484848,0.6060606061,0.9922,0.0038
0.5454545455,0.6060606061,0.9842,0.0106
0.6060606061,0.6060606061,0.9706,0.0138
0.6666666667,0.6060606061,0.9554,0.022
0.7272727273,0.6060606061,0.9304,0.0328
0.7878787879,0.6060606061,0.9006,0.045
0.8484848485,0.6060606061,0.8792,0.0588
0.9090909091,0.6060606061,0.8584,0.0564
0.9696969697,0.6060606061,0.8326,0.074
1.03030303,0.6060606061,0.7994,0.0766
1.090909091,0.6060606061,0.7642,0.063
1.151515152,0.6060606061,0.7324,0.0834
1.212121212,0.6060606061,0.7176,0.084
1.272727273,0.6060606061,0.6672,0.0702
1.333333333,0.6060606061,0.6488,0.0664
1.393939394,0.6060606061,0.6338,0.086
1.454545455,0.6060606061,0.6196,0.0888
1.515151515,0.6060606061,0.577,0.0786
1.575757576,0.6060606061,0.537,0.0586
1.636363636,0.6060606061,0.5032,0.0374
1.696969697,0.6060606061,0.4958,0.041
1.757575758,0.6060606061,0.4852,0.0546
1.818181818,0.6060606061,0.4714,0.0392
1.878787879,0.6060606061,0.4536,0.0462
1.939393939,0.6060606061,0.4316,0.0436
2,0.6060606061,0.427,0.0416
2.060606061,0.6060606061,0.4048,0.0356
2.121212121,0.6060606061,0.392,0.028
2.181818182,0.6060606061,0.373,0.0264
2.242424242,0.6060606061,0.3628,0.0172
2.303030303,0.6060606061,0.3568,0.0174
2.363636364,0.6060606061,0.3336,0.0108
2.424242424,0.6060606061,0.3278,0.014
2.484848485,0.6060606061,0.3172,0.0102
2.545454545,0.6060606061,0.3072,0.0076
2.606060606,0.6060606061,0.2986,0.0066
2.666666667,0.6060606061,0.2924,0.0104
2.727272727,0.6060606061,0.2832,0.0044
2.787878788,0.6060606061,0.2806,0.0086
2.848484848,0.6060606061,0.2744,0.0052
2.909090909,0.6060606061,0.2662,0.005
2.96969697,0.6060606061,0.2592,0.0058
3.03030303,0.6060606061,0.2536,0.0028
3.090909091,0.6060606061,0.249,0.003
3.151515152,0.6060606061,0.2474,0.0024
3.212121212,0.6060606061,0.2422,0.0028
3.272727273,0.6060606061,0.2382,0.0014
3.333333333,0.6060606061,0.2366,0.0032
3.393939394,0.6060606061,0.229,0.002
3.454545455,0.6060606061,0.225,0.001
3.515151515,0.6060606061,0.2208,0.0004
3.575757576,0.6060606061,0.217,0.0018
3.636363636,0.6060606061,0.2116,0.0004
3.696969697,0.6060606061,0.2102,0.0008
3.757575758,0.6060606061,0.2062,0.0002
3.818181818,0.6060606061,0.2038,0
3.878787879,0.6060606061,0.1996,0.0004
3.939393939,0.6060606061,0.1966,0.0006
4,0.6060606061,0.1936,0
4.060606061,0.6060606061,0.1902,0
4.121212121,0.6060606061,0.1876,0.0012
4.181818182,0.6060606061,0.1844,0
4.242424242,0.6060606061,0.1824,0.0008
4.303030303,0.6060606061,0.1806,0
4.363636364,0.6060606061,0.1788,0.0004
4.424242424,0.6060606061,0.1756,0
4.484848485,0.6060606061,0.1732,0
4.545454545,0.6060606061,0.1702,0.0002
4.606060606,0.6060606061,0.169,0.0002
4.666666667,0.6060606061,0.1668,0
4.727272727,0.6060606061,0.1652,0
4.787878788,0.6060606061,0.1632,0
4.848484848,0.6060606061,0.1614,0
4.909090909,0.6060606061,0.1588,0
4.96969697,0.6060606061,0.1582,0
5.03030303,0.6060606061,0.1574,0
5.090909091,0.6060606061,0.1552,0
5.151515152,0.6060606061,0.1538,0
5.212121212,0.6060606061,0.1522,0
5.272727273,0.6060606061,0.1502,0
5.333333333,0.6060606061,0.1492,0
5.393939394,0.6060606061,0.1478,0
5.454545455,0.6060606061,0.1462,0
5.515151515,0.6060606061,0.1444,0
5.575757576,0.6060606061,0.143,0
5.636363636,0.6060606061,0.1418,0
5.696969697,0.6060606061,0.1404,0
5.757575758,0.6060606061,0.1388,0
5.818181818,0.6060606061,0.1376,0
5.878787879,0.6060606061,0.136,0
5.939393939,0.6060606061,0.1344,0
6,0.6060606061,0.1332,0
0,0.6666666667,1,0
0.06060606061,0.6666666667,1,0
0.1212121212,0.6666666667,1,0
0.1818181818,0.6666666667,1,0
0.2424242424,0.6666666667,1,0
0.303030303,0.6666666667,1,0
0.3636363636,0.6666666667,0.9996,0.0004
0.4242424242,0.6666666667,0.999,0.0006
0.4848484848,0.6666666667,0.9942,0.0028
0.5454545455,0.6666666667,0.9912,0.006
0.6060606061,0.6666666667,0.9794,0.0116
0.6666666667,0.6666666667,0.9646,0.0192
0.7272727273,0.6666666667,0.9448,0.0322
0.7878787879,0.6666666667,0.9178,0.0418
0.8484848485,0.6666666667,0.8968,0.0522
0.9090909091,0.6666666667,0.8758,0.0646
0.9696969697,0.6666666667,0.841,0.0624
1.03030303,0.6666666667,0.813,0.0848
1.090909091,0.6666666667,0.7888,0.0854
1.151515152,0.6666666667,0.7588,0.0888
1.212121212,0.6666666667,0.74,0.103
1.272727273,0.6666666667,0.724,0.1008
1.333333333,0.6666666667,0.6778,0.0894
1.393939394,0.6666666667,0.6456,0.0702
1.454545455,0.6666666667,0.624,0.0858
1.515151515,0.6666666667,0.6026,0.0784
1.575757576,0.6666666667,0.59,0.0882
1.636363636,0.6666666667,0.5508,0.0726
1.696969697,0.6666666667,0.5152,0.0558
1.757575758,0.6666666667,0.4902,0.0504
1.818181818,0.6666666667,0.4696,0.0448
1.878787879,0.6666666667,0.4568,0.0504
1.939393939,0.6666666667,0.4404,0.0498
2,0.6666666667,0.4306,0.0418
2.060606061,0.6666666667,0.4098,0.0356
2.121212121,0.6666666667,0.3942,0.0336
2.181818182,0.6666666667,0.3886,0.0322
2.242424242,0.6666666667,0.3816,0.0404
2.303030303,0.6666666667,0.354,0.0262
2.363636364,0.6666666667,0.3484,0.0274
2.424242424,0.6666666667,0.3406,0.0286
2.484848485,0.6666666667,0.3292,0.0214
2.545454545,0.6666666667,0.3312,0.0198
2.606060606,0.6666666667,0.3072,0.0166
2.666666667,0.6666666667,0.3002,0.0152
2.727272727,0.6666666667,0.2906,0.0074
2.787878788,0.6666666667,0.2854,0.0124
2.848484848,0.6666666667,0.2752,0.0092
2.909090909,0.6666666667,0.2698,0.006
2.96969697,0.6666666667,0.26,0.006
3.03030303,0.6666666667,0.2584,0.0034
3.090909091,0.6666666667,0.2526,0.005
3.151515152,0.6666666667,0.2486,0.0036
3.212121212,0.6666666667,0.2446,0.0038
3.272727273,0.6666666667,0.2414,0.003
3.333333333,0.6666666667,0.2344,0.0036
3.393939394,0.6666666667,0.2312,0.002
3.454545455,0.6666666667,0.2242,0.001
3.515151515,0.6666666667,0.2242,0.0028
3.575757576,0.6666666667,0.2176,0.0006
3.636363636,0.6666666667,0.2136,0.0022
3.696969697,0.6666666667,0.21,0.0018
3.757575758,0.6666666667,0.2088,0.0014
3.818181818,0.6666666667,0.2044,0.0002
3.878787879,0.6666666667,0.2008,0.0006
3.939393939,0.6666666667,0.1978,0.0008
4,0.6666666667,0.1932,0
4.060606061,0.6666666667,0.1908,0.0004
4.121212121,0.6666666667,0.1878,0.0012
4.181818182,0.6666666667,0.1848,0.0004
4.242424242,0.6666666667,0.1824,0.0002
4.303030303,0.6666666667,0.1806,0.001
4.363636364,0.6666666667,0.1788,0.0004
4.424242424,0.6666666667,0.176,0
4.484848485,0.6666666667,0.173,0.0002
4.545454545,0.6666666667,0.1704,0
4.606060606,0.6666666667,0.1694,0.0002
4.666666667,0.6666666667,0.1672,0.0004
4.727272727,0.6666666667,0.1652,0.0002
4.787878788,0.6666666667,0.164,0.0002
4.848484848,0.6666666667,0.1612,0.0002
4.909090909,0.6666666667,0.1594,0
4.96969697,0.6666666667,0.159,0.0004
5.03030303,0.6666666667,0.1572,0.0002
5.090909091,0.6666666667,0.155,0
5.151515152,0.6666666667,0.1542,0
5.212121212,0.6666666667,0.152,0
5.272727273,0.6666666667,0.15,0
5.333333333,0.6666666667,0.149,0
5.393939394,0.6666666667,0.1476,0
5.454545455,0.6666666667,0.1458,0
5.515151515,0.6666666667,0.1444,0
5.575757576,0.6666666667,0.143,0
5.636363636,0.6666666667,0.1418,0
5.696969697,0.6666666667,0.1406,0
5.757575758,0.6666666667,0.1384,0
5.818181818,0.6666666667,0.1372,0
5.878787879,0.6666666667,0.136,0
5.939393939,0.6666666667,0.134,0
6,0.6666666667,0.1332,0
0,0.7272727273,1,0
0.06060606061,0.7272727273,1,0
0.1212121212,0.7272727273,1,0
0.1818181818,0.7272727273,1,0
0.2424242424,0.7272727273,1,0
0.303030303,0.7272727273,1,0
0.3636363636,0.7272727273,0.9996,0.0004
0.4242424242,0.7272727273,0.9992,0.0008
0.4848484848,0.7272727273,0.9956,0.0016
0.5454545455,0.7272727273,0.9912,0.0056
0.6060606061,0.7272727273,0.9836,0.0096
0.6666666667,0.7272727273,0.9694,0.0178
0.7272727273,0.7272727273,0.9486,0.0286
0.7878787879,0.7272727273,0.9292,0.0414
0.8484848485,0.7272727273,0.9074,0.046
0.9090909091,0.7272727273,0.8856,0.0636
0.9696969697,0.7272727273,0.8582,0.0662
1.03030303,0.7272727273,0.8336,0.0726
1.090909091,0.7272727273,0.7998,0.0824
1.151515152,0.7272727273,0.7818,0.0986
1.212121212,0.7272727273,0.7574,0.0948
1.272727273,0.7272727273,0.7142,0.0804
1.333333333,0.7272727273,0.674,0.0918
1.393939394,0.7272727273,0.685,0.1082
1.454545455,0.7272727273,0.6538,0.1102
1.515151515,0.7272727273,0.5944,0.0812
1.575757576,0.7272727273,0.599,0.09
1.636363636,0.7272727273,0.5634,0.0802
1.696969697,0.7272727273,0.547,0.0898
1.757575758,0.7272727273,0.5206,0.0732
1.818181818,0.7272727273,0.5016,0.07
1.878787879,0.7272727273,0.4836,0.0642
1.939393939,0.7272727273,0.4558,0.0474
2,0.7272727273,0.4358,0.054
2.060606061,0.7272727273,0.4294,0.0562
2.121212121,0.7272727273,0.4016,0.0346
2.181818182,0.7272727273,0.3882,0.032
2.242424242,0.7272727273,0.3832,0.0372
2.303030303,0.7272727273,0.364,0.027
2.363636364,0.7272727273,0.3514,0.0214
2.424242424,0.7272727273,0.3466,0.028
2.484848485,0.7272727273,0.3402,0.0356
2.545454545,0.7272727273,0.3336,0.0324
2.606060606,0.7272727273,0.3266,0.0302
2.666666667,0.7272727273,0.3158,0.0268
2.727272727,0.7272727273,0.3068,0.0238
2.787878788,0.7272727273,0.2862,0.0128
2.848484848,0.7272727273,0.2848,0.013
2.909090909,0.7272727273,0.2838,0.0188
2.96969697,0.7272727273,0.2722,0.0156
3.03030303,0.7272727273,0.2662,0.0096
3.090909091,0.7272727273,0.2598,0.0092
3.151515152,0.7272727273,0.251,0.0062
3.212121212,0.7272727273,0.2476,0.0054
3.272727273,0.7272727273,0.2432,0.0046
3.333333333,0.7272727273,0.2364,0.0034
3.393939394,0.7272727273,0.2322,0.0054
3.454545455,0.7272727273,0.229,0.0058
3.515151515,0.7272727273,0.2226,0.0036
3.575757576,0.7272727273,0.2198,0.0032
3.636363636,0.7272727273,0.216,0.003
3.696969697,0.7272727273,0.2134,0.003
3.757575758,0.7272727273,0.2126,0.0054
3.818181818,0.7272727273,0.2064,0.003
3.878787879,0.7272727273,0.2038,0.0024
3.939393939,0.7272727273,0.201,0.0038
4,0.7272727273,0.1976,0.002
4.060606061,0.7272727273,0.1922,0.0024
4.121212121,0.7272727273,0.1882,0.002
4.181818182,0.7272727273,0.185,0.0002
4.242424242,0.7272727273,0.1832,0.001
4.303030303,0.7272727273,0.1812,0.0008
4.363636364,0.7272727273,0.1792,0.001
4.424242424,0.7272727273,0.1772,0.001
4.484848485,0.7272727273,0.174,0.0012
4.545454545,0.7272727273,0.171,0.0012
4.606060606,0.7272727273,0.17,0.0018
4.666666667,0.7272727273,0.167,0.0002
4.727272727,0.7272727273,0.166,0.0006
4.787878788,0.7272727273,0.1638,0.0004
4.848484848,0.7272727273,0.162,0.0012
4.909090909,0.7272727273,0.1604,0
4.96969697,0.7272727273,0.1598,0.0004
5.03030303,0.7272727273,0.157,0.0002
5.090909091,0.7272727273,0.1548,0.0002
5.151515152,0.7272727273,0.1544,0
5.212121212,0.7272727273,0.1516,0
5.272727273,0.7272727273,0.1504,0.001
5.333333333,0.7272727273,0.1492,0
5.393939394,0.7272727273,0.148,0
5.454545455,0.7272727273,0.1458,0.0002
5.515151515,0.7272727273,0.1444,0.0002
5.575757576,0.7272727273,0.1432,0
5.636363636,0.7272727273,0.142,0.0004
5.696969697,0.7272727273,0.1404,0.0002
5.757575758,0.7272727273,0.1386,0
5.818181818,0.7272727273,0.1368,0.0002
5.878787879,0.7272727273,0.1358,0
5.939393939,0.7272727273,0.134,0
6,0.7272727273,0.133,0
0,0.7878787879,1,0
0.06060606061,0.7878787879,1,0
0.1212121212,0.7878787879,1,0
0.1818181818,0.7878787879,1,0
0.2424242424,0.7878787879,1,0
0.303030303,0.7878787879,1,0
0.3636363636,0.7878787879,0.9998,0.0002
0.4242424242,0.7878787879,0.9994,0.0006
0.4848484848,0.7878787879,0.9972,0.0016
0.5454545455,0.7878787879,0.9924,0.0056
0.6060606061,0.7878787879,0.988,0.0076
0.6666666667,0.7878787879,0.9736,0.0126
0.7272727273,0.7878787879,0.9596,0.0236
0.7878787879,0.7878787879,0.942,0.0362
0.8484848485,0.7878787879,0.9188,0.0384
0.9090909091,0.7878787879,0.8988,0.0598
